Block,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Hour,Week,Month,Year,Day,Station,Tmax,Tmin,Tavg,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS
10,41.72646500000001,-87.585413,5,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
10,41.72646500000001,-87.585413,5,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
10,41.72646500000001,-87.585413,5,21,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
13,41.678618,-87.559308,5,21,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
13,41.678618,-87.559308,5,35,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
13,41.678618,-87.559308,5,34,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
13,41.678618,-87.559308,5,16,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
13,41.678618,-87.559308,5,2,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,0,0,1
13,41.678618,-87.559308,5,2,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,0,0,1
13,41.737052,-87.54306700000002,5,4,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
13,41.737052,-87.54306700000002,5,6,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
13,41.740641,-87.546587,5,30,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
13,41.740641,-87.546587,5,37,1,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
13,41.740641,-87.546587,5,1,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,0,0,1
37,41.680946,-87.535198,8,49,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
37,41.680946,-87.535198,8,35,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
37,41.680946,-87.535198,8,18,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
37,41.680946,-87.535198,8,32,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
37,41.680946,-87.535198,8,42,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
37,41.680946,-87.535198,8,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
37,41.680946,-87.535198,8,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
37,41.680946,-87.535198,8,1,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,1,0,0
37,41.680946,-87.535198,8,16,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,0,0,1
38,41.686398,-87.531635,8,47,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
38,41.686398,-87.531635,8,23,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
38,41.686398,-87.531635,8,30,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
38,41.686398,-87.531635,8,30,1,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
38,41.686398,-87.531635,8,23,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,0,0,1
11,41.702724,-87.536497,5,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,50,1,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
40,41.659112,-87.53869300000002,8,39,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
40,41.659112,-87.53869300000002,8,39,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
40,41.659112,-87.53869300000002,8,49,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,1,0,0,0,0
40,41.659112,-87.53869300000002,8,31,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,48,1,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,50,1,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,50,1,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,50,0,0,33,8,2007,17,1,79.0,60.0,70.0,1,0,0,0,0,0
40,41.659112,-87.53869300000002,8,3,0,0,33,8,2007,17,1,79.0,60.0,70.0,0,0,0,1,0,0
41,41.95469,-87.800991,9,23,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
41,41.95469,-87.800991,9,46,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
41,41.95469,-87.800991,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
79,41.974089,-87.824812,8,5,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
79,41.974089,-87.824812,8,16,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
15,41.9216,-87.666455,8,28,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
15,41.9216,-87.666455,8,17,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
25,41.891118,-87.65449100000002,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
25,41.891118,-87.65449100000002,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
11,41.867108,-87.654224,8,9,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
11,41.867108,-87.654224,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
11,41.896282,-87.655232,8,12,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
11,41.896282,-87.655232,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
11,41.896282,-87.655232,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
21,41.919343,-87.694259,8,38,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
21,41.919343,-87.694259,8,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.921965,-87.632085,8,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
22,41.921965,-87.632085,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.688324,-87.676709,8,9,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
22,41.688324,-87.676709,8,48,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
22,41.688324,-87.676709,8,12,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.688324,-87.676709,8,50,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
11,41.862292,-87.64886,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
65,41.999129,-87.795585,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
65,41.999129,-87.795585,8,1,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
75,42.01743,-87.68776899999997,8,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
75,42.01743,-87.68776899999997,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
15,41.907645,-87.760886,8,11,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
15,41.907645,-87.760886,8,14,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
91,41.98196400000001,-87.812827,8,8,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
91,41.98196400000001,-87.812827,8,45,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
36,41.944869,-87.832763,8,9,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
36,41.944869,-87.832763,8,11,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
72,42.011601,-87.81150600000002,8,4,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
72,42.011601,-87.81150600000002,8,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
38,41.94983,-87.69845699999998,9,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
38,41.94983,-87.69845699999998,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
49,41.979243,-87.750938,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
49,41.979243,-87.750938,9,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
58,41.986921,-87.689778,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
58,41.986921,-87.689778,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
50,41.801498,-87.763416,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
50,41.801498,-87.763416,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
14,41.906638,-87.701431,9,13,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
14,41.906638,-87.701431,9,8,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
10,41.723195,-87.64997,5,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
10,41.723195,-87.64997,5,5,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
11,41.868077,-87.666901,9,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
11,41.868077,-87.666901,9,7,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
11,41.868077,-87.666901,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
53,41.961743,-87.76007,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
43,41.878114,-87.629798,3,23,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
43,41.878114,-87.629798,3,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
43,41.878114,-87.629798,3,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
43,41.878114,-87.629798,3,19,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
42,41.958271,-87.702575,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
42,41.958271,-87.702575,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
42,41.958271,-87.702575,9,8,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
28,41.932094,-87.700117,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
28,41.932094,-87.700117,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
15,41.994469,-87.667736,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
18,42.006858,-87.675919,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
18,42.006858,-87.675919,9,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
70,41.916265,-87.800515,8,18,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
70,41.916265,-87.800515,8,14,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
25,41.846075,-87.716277,9,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
25,41.846075,-87.716277,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
25,41.846075,-87.716277,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
21,41.918705,-87.752329,8,27,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
21,41.918705,-87.752329,8,24,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
37,41.948167,-87.730698,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
37,41.948167,-87.730698,8,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
45,41.963976,-87.69181,9,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
45,41.963976,-87.69181,9,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
40,41.953705,-87.733974,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
46,41.964242,-87.757639,8,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
46,41.964242,-87.757639,8,23,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
60,41.990284,-87.797127,8,1,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
60,41.990284,-87.797127,8,9,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
70,42.008314,-87.77792099999998,9,6,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
70,42.008314,-87.77792099999998,9,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
61,41.991429,-87.747113,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
27,41.843811,-87.686763,9,13,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
27,41.843811,-87.686763,9,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
68,41.921177,-87.79518,8,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
68,41.921177,-87.79518,8,8,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
30,41.857402,-87.694991,8,11,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
30,41.857402,-87.694991,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
30,41.857402,-87.694991,8,10,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
11,41.868142,-87.696269,9,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
11,41.868142,-87.696269,9,13,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
25,41.846283,-87.656913,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
10,41.721474,-87.648064,8,10,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
10,41.721474,-87.648064,8,15,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
10,41.869107,-87.69629300000003,9,9,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
10,41.869107,-87.69629300000003,9,11,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
18,41.966987,-87.674677,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
18,41.966987,-87.674677,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
61,41.923738,-87.785288,9,21,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
61,41.923738,-87.785288,9,11,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
64,41.970248,-87.787992,8,22,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
64,41.970248,-87.787992,8,23,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
12,42.010412,-87.66214000000002,8,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
12,42.010412,-87.66214000000002,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
10,41.89923,-87.716788,9,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
10,41.89923,-87.716788,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
10,41.89923,-87.716788,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
20,41.692555,-87.598865,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
20,41.692555,-87.598865,8,7,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
33,41.94016,-87.794896,9,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
33,41.94016,-87.794896,9,21,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
60,41.942114,-87.776385,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
60,41.942114,-87.776385,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
60,41.960616,-87.777189,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
60,41.960616,-87.777189,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
33,41.883284,-87.705085,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
49,41.96272800000001,-87.748367,9,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
30,41.836644,-87.677737,8,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
30,41.836644,-87.677737,8,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
30,41.836644,-87.677737,8,5,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
42,41.837085,-87.729384,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
42,41.837085,-87.729384,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
42,41.837085,-87.729384,9,5,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
17,41.911824,-87.726737,9,28,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
17,41.911824,-87.726737,9,15,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.823065,-87.67837800000002,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
22,41.823065,-87.67837800000002,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.801179,-87.679447,8,13,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
22,41.801179,-87.679447,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
22,41.801179,-87.679447,8,18,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.801179,-87.679447,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
35,41.800737,-87.71188000000002,8,16,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
35,41.800737,-87.71188000000002,8,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
35,41.800737,-87.71188000000002,8,35,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
52,41.778297,-87.752411,9,46,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
52,41.778297,-87.752411,9,8,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
52,41.778297,-87.752411,9,50,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
52,41.778297,-87.752411,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
52,41.778297,-87.752411,9,27,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
52,41.778297,-87.752411,9,40,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
67,41.77166,-87.703047,8,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
67,41.77166,-87.703047,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
67,41.77166,-87.703047,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
73,41.759346,-87.745602,9,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
73,41.759346,-87.745602,9,9,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.768388,-87.678649,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
22,41.768388,-87.678649,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
52,41.797616,-87.797894,8,13,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
52,41.797616,-87.797894,8,10,1,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
61,41.781416,-87.77653199999997,8,12,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
61,41.781416,-87.77653199999997,8,6,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
10,41.773215,-87.60088,8,20,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
10,41.773215,-87.60088,8,14,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
39,41.822536,-87.66634300000003,9,19,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
39,41.822536,-87.66634300000003,9,14,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
47,41.799282,-87.585487,8,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
47,41.799282,-87.585487,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
47,41.799282,-87.585487,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
64,41.778748,-87.586427,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
71,41.766202,-87.562889,9,13,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
71,41.766202,-87.562889,9,13,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
71,41.766202,-87.562889,9,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,0,0,0,1
77,41.754676,-87.612922,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
77,41.754676,-87.612922,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
77,41.754676,-87.612922,9,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
40,41.821582,-87.62779599999998,9,16,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
40,41.821582,-87.62779599999998,9,10,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
50,41.803423,-87.642984,8,8,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
50,41.803423,-87.642984,8,12,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
79,41.754292,-87.590773,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
79,41.754292,-87.590773,9,4,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
52,41.798697,-87.736812,8,8,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
52,41.798697,-87.736812,8,1,1,0,34,8,2007,21,1,87.0,69.0,78.0,0,0,1,0,0,0
52,41.798697,-87.736812,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
63,41.776156,-87.778927,9,9,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
63,41.776156,-87.778927,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
37,41.82561,-87.726549,9,18,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
37,41.82561,-87.726549,9,11,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
80,41.74785,-87.70271600000002,9,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
80,41.74785,-87.70271600000002,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
58,41.98480900000001,-87.728492,8,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
58,41.98480900000001,-87.728492,8,3,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
66,41.772846,-87.740029,9,1,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
66,41.772846,-87.740029,9,2,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
81,41.825902,-87.667827,5,8,0,0,34,8,2007,21,1,87.0,69.0,78.0,0,1,0,0,0,0
81,41.825902,-87.667827,5,7,0,0,34,8,2007,21,1,87.0,69.0,78.0,1,0,0,0,0,0
22,41.688324,-87.676709,8,6,0,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
11,41.862292,-87.64886,8,3,0,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
17,41.720848,-87.666014,9,7,0,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
17,41.720848,-87.666014,9,28,1,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
17,41.720848,-87.666014,9,1,0,0,34,8,2007,22,1,90.0,69.0,80.0,0,0,0,0,0,1
22,41.731922,-87.677512,8,43,1,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
22,41.731922,-87.677512,8,35,1,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
22,41.731922,-87.677512,8,50,1,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
89,41.732984,-87.649642,8,24,1,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
89,41.732984,-87.649642,8,40,1,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
89,41.732984,-87.649642,8,7,0,0,34,8,2007,22,1,90.0,69.0,80.0,0,0,0,0,0,1
11,41.869216,-87.627561,8,5,0,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
11,41.869216,-87.627561,8,1,0,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
42,41.662014,-87.72460799999998,8,50,1,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
42,41.662014,-87.72460799999998,8,18,0,0,34,8,2007,22,1,90.0,69.0,80.0,0,1,0,0,0,0
42,41.662014,-87.72460799999998,8,50,0,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
42,41.662014,-87.72460799999998,8,31,0,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
42,41.662014,-87.72460799999998,8,50,0,0,34,8,2007,22,1,90.0,69.0,80.0,1,0,0,0,0,0
